contrast,estimate,iter
day Lichen - day openMove,0.00422711632322709,200
day Lichen - night openMove,-0.053827821311418,200
night Lichen - day openMove,-0.0816565342686784,200
night Lichen - night openMove,-0.139711471903324,200
day openMove - night openMove,-0.0580549376346451,200
day Forest - night Forest,0.0939633236653149,201
day Forest - day Lichen,0.243894503880453,201
day Forest - night Lichen,0.226314645771955,201
day Forest - day openMove,0.179161933036952,201
day Forest - night openMove,0.0952163390675076,201
night Forest - day Lichen,0.149931180215138,201
night Forest - night Lichen,0.13235132210664,201
night Forest - day openMove,0.0851986093716368,201
night Forest - night openMove,0.00125301540219272,201
day Lichen - night Lichen,-0.0175798581084978,201
day Lichen - day openMove,-0.0647325708435011,201
day Lichen - night openMove,-0.148678164812945,201
night Lichen - day openMove,-0.0471527127350033,201
night Lichen - night openMove,-0.131098306704447,201
day openMove - night openMove,-0.0839455939694441,201
day Forest - night Forest,-0.054039769722192,202
day Forest - day Lichen,0.159149558337692,202
day Forest - night Lichen,0.091484628613561,202
day Forest - day openMove,0.180956979943655,202
day Forest - night openMove,0.108232834289709,202
night Forest - day Lichen,0.213189328059884,202
night Forest - night Lichen,0.145524398335753,202
night Forest - day openMove,0.234996749665847,202
night Forest - night openMove,0.162272604011901,202
day Lichen - night Lichen,-0.0676649297241314,202
day Lichen - day openMove,0.0218074216059625,202
day Lichen - night openMove,-0.0509167240479837,202
night Lichen - day openMove,0.0894723513300939,202
night Lichen - night openMove,0.0167482056761476,202
day openMove - night openMove,-0.0727241456539462,202
day Forest - night Forest,-0.0180423773097429,203
day Forest - day Lichen,0.0844733998524137,203
day Forest - night Lichen,0.174978732749242,203
day Forest - day openMove,0.247750471778194,203
day Forest - night openMove,0.129195672379571,203
night Forest - day Lichen,0.102515777162157,203
night Forest - night Lichen,0.193021110058984,203
night Forest - day openMove,0.265792849087936,203
night Forest - night openMove,0.147238049689314,203
day Lichen - night Lichen,0.0905053328968279,203
day Lichen - day openMove,0.16327707192578,203
day Lichen - night openMove,0.0447222725271572,203
night Lichen - day openMove,0.0727717390289519,203
night Lichen - night openMove,-0.0457830603696708,203
day openMove - night openMove,-0.118554799398623,203
day Forest - night Forest,-0.173046020138211,204
day Forest - day Lichen,0.27584872619805,204
day Forest - night Lichen,0.29872537610088,204
day Forest - day openMove,0.309480775716897,204
day Forest - night openMove,0.173097418718928,204
night Forest - day Lichen,0.448894746336261,204
night Forest - night Lichen,0.471771396239092,204
night Forest - day openMove,0.482526795855109,204
night Forest - night openMove,0.346143438857139,204
day Lichen - night Lichen,0.0228766499028304,204
day Lichen - day openMove,0.0336320495188475,204
day Lichen - night openMove,-0.102751307479122,204
night Lichen - day openMove,0.0107553996160171,204
night Lichen - night openMove,-0.125627957381952,204
day openMove - night openMove,-0.136383356997969,204
day Forest - night Forest,-0.111624759108536,205
day Forest - day Lichen,0.341631322089276,205
day Forest - night Lichen,0.274019878043606,205
day Forest - day openMove,0.345659199349067,205
day Forest - night openMove,0.267261040260216,205
night Forest - day Lichen,0.453256081197812,205
night Forest - night Lichen,0.385644637152141,205
night Forest - day openMove,0.457283958457603,205
night Forest - night openMove,0.378885799368752,205
day Lichen - night Lichen,-0.0676114440456708,205
day Lichen - day openMove,0.00402787725979065,205
day Lichen - night openMove,-0.0743702818290602,205
night Lichen - day openMove,0.0716393213054614,205
night Lichen - night openMove,-0.00675883778338938,205
day openMove - night openMove,-0.0783981590888508,205
day Forest - night Forest,0.283041833496518,206
day Forest - day Lichen,0.504407097102221,206
day Forest - night Lichen,0.536159171670962,206
day Forest - day openMove,0.609371076394812,206
day Forest - night openMove,0.578402525235075,206
night Forest - day Lichen,0.221365263605702,206
night Forest - night Lichen,0.253117338174444,206
night Forest - day openMove,0.326329242898293,206
night Forest - night openMove,0.295360691738557,206
day Lichen - night Lichen,0.0317520745687411,206
day Lichen - day openMove,0.104963979292591,206
day Lichen - night openMove,0.0739954281328541,206
night Lichen - day openMove,0.0732119047238498,206
night Lichen - night openMove,0.042243353564113,206
day openMove - night openMove,-0.0309685511597367,206
day Forest - night Forest,0.13967132394551,207
day Forest - day Lichen,0.444286871767894,207
day Forest - night Lichen,0.46824256649384,207
day Forest - day openMove,0.408622605726768,207
day Forest - night openMove,0.349649963516318,207
night Forest - day Lichen,0.304615547822383,207
night Forest - night Lichen,0.328571242548329,207
night Forest - day openMove,0.268951281781258,207
night Forest - night openMove,0.209978639570808,207
day Lichen - night Lichen,0.023955694725946,207
day Lichen - day openMove,-0.0356642660411258,207
day Lichen - night openMove,-0.0946369082515754,207
night Lichen - day openMove,-0.0596199607670718,207
night Lichen - night openMove,-0.118592602977521,207
day openMove - night openMove,-0.0589726422104496,207
day Forest - night Forest,0.251401073322879,208
day Forest - day Lichen,0.503176181977202,208
day Forest - night Lichen,0.459124486527477,208
day Forest - day openMove,0.359405790266184,208
day Forest - night openMove,0.307924786821386,208
night Forest - day Lichen,0.251775108654323,208
night Forest - night Lichen,0.207723413204598,208
night Forest - day openMove,0.108004716943305,208
night Forest - night openMove,0.0565237134985071,208
day Lichen - night Lichen,-0.0440516954497241,208
day Lichen - day openMove,-0.143770391711017,208
day Lichen - night openMove,-0.195251395155815,208
night Lichen - day openMove,-0.0997186962612932,208
night Lichen - night openMove,-0.151199699706091,208
day openMove - night openMove,-0.0514810034447981,208
day Forest - night Forest,-0.20557848170954,209
day Forest - day Lichen,0.117149773442662,209
day Forest - night Lichen,0.134569674504392,209
day Forest - day openMove,0.178420983838753,209
day Forest - night openMove,0.175931581018082,209
night Forest - day Lichen,0.322728255152203,209
night Forest - night Lichen,0.340148156213932,209
night Forest - day openMove,0.383999465548293,209
night Forest - night openMove,0.381510062727622,209
day Lichen - night Lichen,0.0174199010617293,209
day Lichen - day openMove,0.0612712103960908,209
day Lichen - night openMove,0.0587818075754199,209
night Lichen - day openMove,0.0438513093343615,209
night Lichen - night openMove,0.0413619065136905,209
day openMove - night openMove,-0.00248940282067095,209
day Forest - night Forest,0.237169735867315,210
day Forest - day Lichen,0.42866662598032,210
day Forest - night Lichen,0.247838033678007,210
day Forest - day openMove,0.343447618036551,210
day Forest - night openMove,0.262269064598631,210
night Forest - day Lichen,0.191496890113005,210
night Forest - night Lichen,0.0106682978106921,210
night Forest - day openMove,0.106277882169236,210
night Forest - night openMove,0.0250993287313158,210
day Lichen - night Lichen,-0.180828592302313,210
day Lichen - day openMove,-0.0852190079437684,210
day Lichen - night openMove,-0.166397561381689,210
night Lichen - day openMove,0.0956095843585443,210
night Lichen - night openMove,0.0144310309206237,210
day openMove - night openMove,-0.0811785534379206,210
day Forest - night Forest,0.188794239868557,211
day Forest - day Lichen,0.363433674365469,211
day Forest - night Lichen,0.381231101624197,211
day Forest - day openMove,0.4228370869316,211
day Forest - night openMove,0.382895121700316,211
night Forest - day Lichen,0.174639434496911,211
night Forest - night Lichen,0.192436861755639,211
night Forest - day openMove,0.234042847063043,211
night Forest - night openMove,0.194100881831759,211
day Lichen - night Lichen,0.017797427258728,211
day Lichen - day openMove,0.0594034125661316,211
day Lichen - night openMove,0.0194614473348471,211
night Lichen - day openMove,0.0416059853074036,211
night Lichen - night openMove,0.00166402007611915,211
day openMove - night openMove,-0.0399419652312845,211
day Forest - night Forest,0.153771623707666,212
day Forest - day Lichen,0.298546983372199,212
day Forest - night Lichen,0.315485516389409,212
day Forest - day openMove,0.400740016791346,212
day Forest - night openMove,0.246071323321996,212
night Forest - day Lichen,0.144775359664533,212
night Forest - night Lichen,0.161713892681743,212
night Forest - day openMove,0.246968393083679,212
night Forest - night openMove,0.09229969961433,212
day Lichen - night Lichen,0.01693853301721,212
day Lichen - day openMove,0.102193033419147,212
day Lichen - night openMove,-0.0524756600502028,212
night Lichen - day openMove,0.0852545004019366,212
night Lichen - night openMove,-0.0694141930674129,212
day openMove - night openMove,-0.154668693469349,212
day Forest - night Forest,0.220713467977273,213
day Forest - day Lichen,0.415985198458263,213
day Forest - night Lichen,0.338931228329915,213
day Forest - day openMove,0.380119554645395,213
day Forest - night openMove,0.31197151691453,213
night Forest - day Lichen,0.19527173048099,213
night Forest - night Lichen,0.118217760352641,213
night Forest - day openMove,0.159406086668122,213
night Forest - night openMove,0.0912580489372565,213
day Lichen - night Lichen,-0.0770539701283486,213
day Lichen - day openMove,-0.0358656438128678,213
day Lichen - night openMove,-0.104013681543733,213
night Lichen - day openMove,0.0411883263154808,213
night Lichen - night openMove,-0.0269597114153848,213
day openMove - night openMove,-0.0681480377308656,213
day Forest - night Forest,0.0123382878230304,214
day Forest - day Lichen,0.212483963039706,214
day Forest - night Lichen,0.219254718723091,214
day Forest - day openMove,0.131776572724943,214
day Forest - night openMove,0.126914812063604,214
night Forest - day Lichen,0.200145675216675,214
night Forest - night Lichen,0.20691643090006,214
night Forest - day openMove,0.119438284901913,214
night Forest - night openMove,0.114576524240574,214
day Lichen - night Lichen,0.00677075568338522,214
day Lichen - day openMove,-0.0807073903147623,214
day Lichen - night openMove,-0.0855691509761013,214
night Lichen - day openMove,-0.0874781459981475,214
night Lichen - night openMove,-0.0923399066594865,214
day openMove - night openMove,-0.00486176066133906,214
day Forest - night Forest,0.264543967288506,215
day Forest - day Lichen,0.453119529071695,215
day Forest - night Lichen,0.422787416842758,215
day Forest - day openMove,0.393928310565628,215
day Forest - night openMove,0.332594106894236,215
night Forest - day Lichen,0.188575561783189,215
night Forest - night Lichen,0.158243449554252,215
night Forest - day openMove,0.129384343277122,215
night Forest - night openMove,0.0680501396057299,215
day Lichen - night Lichen,-0.0303321122289367,215
day Lichen - day openMove,-0.0591912185060675,215
day Lichen - night openMove,-0.120525422177459,215
night Lichen - day openMove,-0.0288591062771308,215
night Lichen - night openMove,-0.0901933099485225,215
day openMove - night openMove,-0.0613342036713917,215
day Forest - night Forest,0.093883423377572,216
day Forest - day Lichen,0.242412463802816,216
day Forest - night Lichen,0.148653306739515,216
day Forest - day openMove,0.271825860595876,216
day Forest - night openMove,0.201367353907219,216
night Forest - day Lichen,0.148529040425244,216
night Forest - night Lichen,0.0547698833619428,216
night Forest - day openMove,0.177942437218304,216
night Forest - night openMove,0.107483930529647,216
day Lichen - night Lichen,-0.0937591570633007,216
day Lichen - day openMove,0.0294133967930607,216
day Lichen - night openMove,-0.0410451098955963,216
night Lichen - day openMove,0.123172553856361,216
night Lichen - night openMove,0.0527140471677044,216
day openMove - night openMove,-0.070458506688657,216
day Forest - night Forest,0.216092888598205,217
day Forest - day Lichen,0.379037579736718,217
day Forest - night Lichen,0.302350437104849,217
day Forest - day openMove,0.437373778215114,217
day Forest - night openMove,0.323945550449848,217
night Forest - day Lichen,0.162944691138512,217
night Forest - night Lichen,0.0862575485066439,217
night Forest - day openMove,0.221280889616908,217
night Forest - night openMove,0.107852661851643,217
day Lichen - night Lichen,-0.0766871426318685,217
day Lichen - day openMove,0.0583361984783961,217
day Lichen - night openMove,-0.0550920292868699,217
night Lichen - day openMove,0.135023341110265,217
night Lichen - night openMove,0.0215951133449986,217
day openMove - night openMove,-0.113428227765266,217
day Forest - night Forest,0.273650173892499,218
day Forest - day Lichen,0.249033172491171,218
day Forest - night Lichen,0.176099119124651,218
day Forest - day openMove,0.230053865826706,218
day Forest - night openMove,0.263080606609564,218
night Forest - day Lichen,-0.0246170014013279,218
night Forest - night Lichen,-0.0975510547678481,218
night Forest - day openMove,-0.0435963080657934,218
night Forest - night openMove,-0.0105695672829355,218
day Lichen - night Lichen,-0.0729340533665203,218
day Lichen - day openMove,-0.0189793066644655,218
day Lichen - night openMove,0.0140474341183924,218
night Lichen - day openMove,0.0539547467020547,218
night Lichen - night openMove,0.0869814874849126,218
day openMove - night openMove,0.0330267407828579,218
day Forest - night Forest,0.231458682122177,219
day Forest - day Lichen,0.484830987340895,219
day Forest - night Lichen,0.480292350156677,219
day Forest - day openMove,0.481555809347962,219
day Forest - night openMove,0.481203079135803,219
night Forest - day Lichen,0.253372305218718,219
night Forest - night Lichen,0.2488336680345,219
night Forest - day openMove,0.250097127225785,219
night Forest - night openMove,0.249744397013626,219
day Lichen - night Lichen,-0.00453863718421829,219
day Lichen - day openMove,-0.0032751779929332,219
day Lichen - night openMove,-0.00362790820509215,219
night Lichen - day openMove,0.00126345919128509,219
night Lichen - night openMove,0.000910728979126141,219
day openMove - night openMove,-0.000352730212158953,219
day Forest - night Forest,0.118422177271807,220
day Forest - day Lichen,0.294395041132465,220
day Forest - night Lichen,0.32295872170682,220
day Forest - day openMove,0.345114150648774,220
day Forest - night openMove,0.310329449159683,220
night Forest - day Lichen,0.175972863860659,220
night Forest - night Lichen,0.204536544435014,220
night Forest - day openMove,0.226691973376967,220
night Forest - night openMove,0.191907271887876,220
day Lichen - night Lichen,0.0285636805743551,220
day Lichen - day openMove,0.0507191095163081,220
day Lichen - night openMove,0.0159344080272175,220
night Lichen - day openMove,0.022155428941953,220
night Lichen - night openMove,-0.0126292725471376,220
day openMove - night openMove,-0.0347847014890906,220
day Forest - night Forest,-0.0280073348559542,221
day Forest - day Lichen,0.481229951318006,221
day Forest - night Lichen,0.40231619987882,221
day Forest - day openMove,0.333162299131212,221
day Forest - night openMove,0.267285669922689,221
night Forest - day Lichen,0.50923728617396,221
night Forest - night Lichen,0.430323534734775,221
night Forest - day openMove,0.361169633987166,221
night Forest - night openMove,0.295293004778644,221
day Lichen - night Lichen,-0.0789137514391853,221
day Lichen - day openMove,-0.148067652186794,221
day Lichen - night openMove,-0.213944281395316,221
night Lichen - day openMove,-0.0691539007476086,221
night Lichen - night openMove,-0.135030529956131,221
day openMove - night openMove,-0.0658766292085224,221
day Forest - night Forest,0.260137615419493,222
day Forest - day Lichen,0.38053559283064,222
day Forest - night Lichen,0.453730043692072,222
day Forest - day openMove,0.409130809718742,222
day Forest - night openMove,0.380356245073911,222
night Forest - day Lichen,0.120397977411147,222
night Forest - night Lichen,0.193592428272579,222
night Forest - day openMove,0.148993194299249,222
night Forest - night openMove,0.120218629654418,222
day Lichen - night Lichen,0.0731944508614325,222
day Lichen - day openMove,0.0285952168881017,222
day Lichen - night openMove,-0.000179347756729176,222
night Lichen - day openMove,-0.0445992339733308,222
night Lichen - night openMove,-0.0733737986181617,222
day openMove - night openMove,-0.0287745646448309,222
day Forest - night Forest,0.0777046568734397,223
day Forest - day Lichen,0.365341583468411,223
day Forest - night Lichen,0.282436126692306,223
day Forest - day openMove,0.424051879318313,223
day Forest - night openMove,0.253709086601859,223
night Forest - day Lichen,0.287636926594971,223
night Forest - night Lichen,0.204731469818866,223
night Forest - day openMove,0.346347222444874,223
night Forest - night openMove,0.176004429728419,223
day Lichen - night Lichen,-0.0829054567761053,223
day Lichen - day openMove,0.0587102958499023,223
day Lichen - night openMove,-0.111632496866552,223
night Lichen - day openMove,0.141615752626008,223
night Lichen - night openMove,-0.0287270400904466,223
day openMove - night openMove,-0.170342792716454,223
day Forest - night Forest,-0.403166045691999,224
day Forest - day Lichen,0.10093086778679,224
day Forest - night Lichen,0.117811699740211,224
day Forest - day openMove,0.141687291266984,224
day Forest - night openMove,0.0692173366689717,224
night Forest - day Lichen,0.504096913478789,224
night Forest - night Lichen,0.52097774543221,224
night Forest - day openMove,0.544853336958983,224
night Forest - night openMove,0.472383382360971,224
day Lichen - night Lichen,0.0168808319534208,224
day Lichen - day openMove,0.0407564234801937,224
day Lichen - night openMove,-0.0317135311178185,224
night Lichen - day openMove,0.0238755915267729,224
night Lichen - night openMove,-0.0485943630712392,224
day openMove - night openMove,-0.0724699545980121,224
day Forest - night Forest,-0.151727010007313,225
day Forest - day Lichen,0.375256875941842,225
day Forest - night Lichen,0.402280408336262,225
day Forest - day openMove,0.326425214414576,225
day Forest - night openMove,0.263377520797408,225
night Forest - day Lichen,0.526983885949155,225
night Forest - night Lichen,0.554007418343575,225
night Forest - day openMove,0.478152224421889,225
night Forest - night openMove,0.415104530804721,225
day Lichen - night Lichen,0.02702353239442,225
day Lichen - day openMove,-0.0488316615272657,225
day Lichen - night openMove,-0.111879355144434,225
night Lichen - day openMove,-0.0758551939216857,225
night Lichen - night openMove,-0.138902887538854,225
day openMove - night openMove,-0.0630476936171683,225
day Forest - night Forest,0.0512233577947061,226
day Forest - day Lichen,0.181177370981089,226
day Forest - night Lichen,0.131773114349583,226
day Forest - day openMove,0.21794586856821,226
day Forest - night openMove,0.164069168602643,226
night Forest - day Lichen,0.129954013186383,226
night Forest - night Lichen,0.0805497565548767,226
night Forest - day openMove,0.166722510773504,226
night Forest - night openMove,0.112845810807937,226
day Lichen - night Lichen,-0.0494042566315066,226
day Lichen - day openMove,0.0367684975871205,226
day Lichen - night openMove,-0.0171082023784465,226
night Lichen - day openMove,0.0861727542186271,226
night Lichen - night openMove,0.0322960542530601,226
day openMove - night openMove,-0.053876699965567,226
day Forest - night Forest,0.222872316981293,227
day Forest - day Lichen,0.447684255721608,227
day Forest - night Lichen,0.539035022849494,227
day Forest - day openMove,0.423344362291394,227
day Forest - night openMove,0.413380465077007,227
night Forest - day Lichen,0.224811938740315,227
night Forest - night Lichen,0.316162705868201,227
night Forest - day openMove,0.200472045310101,227
night Forest - night openMove,0.190508148095714,227
day Lichen - night Lichen,0.0913507671278864,227
day Lichen - day openMove,-0.0243398934302141,227
day Lichen - night openMove,-0.0343037906446006,227
night Lichen - day openMove,-0.1156906605581,227
night Lichen - night openMove,-0.125654557772487,227
day openMove - night openMove,-0.00996389721438651,227
day Forest - night Forest,0.342323399506412,228
day Forest - day Lichen,0.503722077307521,228
day Forest - night Lichen,0.351973430199156,228
day Forest - day openMove,0.455172131982696,228
day Forest - night openMove,0.457685264635587,228
night Forest - day Lichen,0.161398677801109,228
night Forest - night Lichen,0.00965003069274445,228
night Forest - day openMove,0.112848732476284,228
night Forest - night openMove,0.115361865129175,228
day Lichen - night Lichen,-0.151748647108364,228
day Lichen - day openMove,-0.0485499453248245,228
day Lichen - night openMove,-0.0460368126719332,228
night Lichen - day openMove,0.10319870178354,228
night Lichen - night openMove,0.105711834436431,228
day openMove - night openMove,0.00251313265289133,228
day Forest - night Forest,0.0499928044262633,229
day Forest - day Lichen,0.368411860213947,229
day Forest - night Lichen,0.306755782398903,229
day Forest - day openMove,0.33913349371245,229
day Forest - night openMove,0.226687676457756,229
night Forest - day Lichen,0.318419055787683,229
night Forest - night Lichen,0.256762977972639,229
night Forest - day openMove,0.289140689286187,229
night Forest - night openMove,0.176694872031492,229
day Lichen - night Lichen,-0.0616560778150441,229
day Lichen - day openMove,-0.029278366501497,229
day Lichen - night openMove,-0.141724183756191,229
night Lichen - day openMove,0.0323777113135471,229
night Lichen - night openMove,-0.080068105941147,229
day openMove - night openMove,-0.112445817254694,229
day Forest - night Forest,0.00197331298785103,230
day Forest - day Lichen,0.293875634023941,230
day Forest - night Lichen,0.253021887877918,230
day Forest - day openMove,0.263836528516656,230
day Forest - night openMove,0.168069101543764,230
night Forest - day Lichen,0.29190232103609,230
night Forest - night Lichen,0.251048574890067,230
night Forest - day openMove,0.261863215528805,230
night Forest - night openMove,0.166095788555913,230
day Lichen - night Lichen,-0.0408537461460231,230
day Lichen - day openMove,-0.0300391055072853,230
day Lichen - night openMove,-0.125806532480177,230
night Lichen - day openMove,0.0108146406387379,230
night Lichen - night openMove,-0.084952786334154,230
day openMove - night openMove,-0.0957674269728919,230
day Forest - night Forest,-0.22779107754879,231
day Forest - day Lichen,0.0602574635833546,231
day Forest - night Lichen,0.0496212794524636,231
day Forest - day openMove,0.0825477612646714,231
day Forest - night openMove,0.013880912850876,231
night Forest - day Lichen,0.288048541132145,231
night Forest - night Lichen,0.277412357001253,231
night Forest - day openMove,0.310338838813461,231
night Forest - night openMove,0.241671990399666,231
day Lichen - night Lichen,-0.0106361841308911,231
day Lichen - day openMove,0.0222902976813168,231
day Lichen - night openMove,-0.0463765507324786,231
night Lichen - day openMove,0.0329264818122079,231
night Lichen - night openMove,-0.0357403666015875,231
day openMove - night openMove,-0.0686668484137954,231
day Forest - night Forest,-0.00683292230882602,232
day Forest - day Lichen,0.244005457608479,232
day Forest - night Lichen,0.35407767643406,232
day Forest - day openMove,0.459649551548845,232
day Forest - night openMove,0.302681298404895,232
night Forest - day Lichen,0.250838379917305,232
night Forest - night Lichen,0.360910598742886,232
night Forest - day openMove,0.466482473857671,232
night Forest - night openMove,0.309514220713721,232
day Lichen - night Lichen,0.110072218825581,232
day Lichen - day openMove,0.215644093940365,232
day Lichen - night openMove,0.0586758407964157,232
night Lichen - day openMove,0.105571875114785,232
night Lichen - night openMove,-0.0513963780291649,232
day openMove - night openMove,-0.15696825314395,232
day Forest - night Forest,-0.340233732432242,233
day Forest - day Lichen,0.255187165677325,233
day Forest - night Lichen,0.0956500203343288,233
day Forest - day openMove,0.211304163425192,233
day Forest - night openMove,0.181567358513987,233
night Forest - day Lichen,0.595420898109567,233
night Forest - night Lichen,0.435883752766571,233
night Forest - day openMove,0.551537895857435,233
night Forest - night openMove,0.52180109094623,233
day Lichen - night Lichen,-0.159537145342996,233
day Lichen - day openMove,-0.0438830022521327,233
day Lichen - night openMove,-0.073619807163338,233
night Lichen - day openMove,0.115654143090864,233
night Lichen - night openMove,0.0859173381796582,233
day openMove - night openMove,-0.0297368049112053,233
day Forest - night Forest,0.245944445607663,234
day Forest - day Lichen,0.395438786841594,234
day Forest - night Lichen,0.445326129735699,234
day Forest - day openMove,0.422588099494165,234
day Forest - night openMove,0.32384690392263,234
night Forest - day Lichen,0.149494341233931,234
night Forest - night Lichen,0.199381684128036,234
night Forest - day openMove,0.176643653886501,234
night Forest - night openMove,0.0779024583149661,234
day Lichen - night Lichen,0.0498873428941048,234
day Lichen - day openMove,0.0271493126525703,234
day Lichen - night openMove,-0.0715918829189648,234
night Lichen - day openMove,-0.0227380302415345,234
night Lichen - night openMove,-0.12147922581307,234
day openMove - night openMove,-0.098741195571535,234
day Forest - night Forest,-0.171068811508083,235
day Forest - day Lichen,0.16789917198676,235
day Forest - night Lichen,0.203241868819246,235
day Forest - day openMove,0.292913749868497,235
day Forest - night openMove,0.0563413297407952,235
night Forest - day Lichen,0.338967983494843,235
night Forest - night Lichen,0.374310680327329,235
night Forest - day openMove,0.463982561376579,235
night Forest - night openMove,0.227410141248878,235
day Lichen - night Lichen,0.0353426968324861,235
day Lichen - day openMove,0.125014577881736,235
day Lichen - night openMove,-0.111557842245965,235
night Lichen - day openMove,0.0896718810492504,235
night Lichen - night openMove,-0.146900539078451,235
day openMove - night openMove,-0.236572420127701,235
day Forest - night Forest,-0.0799018649279321,236
day Forest - day Lichen,0.34655245571131,236
day Forest - night Lichen,0.346151267817851,236
day Forest - day openMove,0.322967889138798,236
day Forest - night openMove,0.192028752327436,236
night Forest - day Lichen,0.426454320639242,236
night Forest - night Lichen,0.426053132745783,236
night Forest - day openMove,0.40286975406673,236
night Forest - night openMove,0.271930617255368,236
day Lichen - night Lichen,-0.000401187893459332,236
day Lichen - day openMove,-0.0235845665725122,236
day Lichen - night openMove,-0.154523703383874,236
night Lichen - day openMove,-0.0231833786790528,236
night Lichen - night openMove,-0.154122515490415,236
day openMove - night openMove,-0.130939136811362,236
day Forest - night Forest,0.217877539579006,237
day Forest - day Lichen,0.364306893963295,237
day Forest - night Lichen,0.235220669950733,237
day Forest - day openMove,0.325741923501232,237
day Forest - night openMove,0.264245239485253,237
night Forest - day Lichen,0.146429354384289,237
night Forest - night Lichen,0.0173431303717271,237
night Forest - day openMove,0.107864383922227,237
night Forest - night openMove,0.0463676999062471,237
day Lichen - night Lichen,-0.129086224012562,237
day Lichen - day openMove,-0.0385649704620624,237
day Lichen - night openMove,-0.100061654478042,237
night Lichen - day openMove,0.0905212535504996,237
night Lichen - night openMove,0.0290245695345199,237
day openMove - night openMove,-0.0614966840159797,237
day Forest - night Forest,-0.28317830074889,238
day Forest - day Lichen,0.207494189204533,238
day Forest - night Lichen,0.150054479281292,238
day Forest - day openMove,0.270951166012438,238
day Forest - night openMove,0.0688167497156348,238
night Forest - day Lichen,0.490672489953424,238
night Forest - night Lichen,0.433232780030182,238
night Forest - day openMove,0.554129466761328,238
night Forest - night openMove,0.351995050464525,238
day Lichen - night Lichen,-0.0574397099232416,238
day Lichen - day openMove,0.0634569768079045,238
day Lichen - night openMove,-0.138677439488899,238
night Lichen - day openMove,0.120896686731146,238
night Lichen - night openMove,-0.0812377295656571,238
day openMove - night openMove,-0.202134416296803,238
day Forest - night Forest,-0.0822778869656786,239
day Forest - day Lichen,-0.0243872797099802,239
day Forest - night Lichen,0.00271701941311804,239
day Forest - day openMove,-0.116606516492064,239
day Forest - night openMove,-0.0551633794683362,239
night Forest - day Lichen,0.0578906072556984,239
night Forest - night Lichen,0.0849949063787967,239
night Forest - day openMove,-0.0343286295263857,239
night Forest - night openMove,0.0271145074973425,239
day Lichen - night Lichen,0.0271042991230982,239
day Lichen - day openMove,-0.0922192367820841,239
day Lichen - night openMove,-0.030776099758356,239
night Lichen - day openMove,-0.119323535905182,239
night Lichen - night openMove,-0.0578803988814542,239
day openMove - night openMove,0.0614431370237281,239
day Forest - night Forest,-0.0603302126368415,240
day Forest - day Lichen,0.306204516421789,240
day Forest - night Lichen,0.18643915589921,240
day Forest - day openMove,0.28660494745499,240
day Forest - night openMove,0.143258116427756,240
night Forest - day Lichen,0.36653472905863,240
night Forest - night Lichen,0.246769368536051,240
night Forest - day openMove,0.346935160091831,240
night Forest - night openMove,0.203588329064597,240
day Lichen - night Lichen,-0.119765360522579,240
day Lichen - day openMove,-0.0195995689667987,240
day Lichen - night openMove,-0.162946399994033,240
night Lichen - day openMove,0.10016579155578,240
night Lichen - night openMove,-0.043181039471454,240
day openMove - night openMove,-0.143346831027234,240
day Forest - night Forest,-0.0672515313217539,241
day Forest - day Lichen,0.249365206369324,241
day Forest - night Lichen,0.228524301905389,241
day Forest - day openMove,0.29888901184119,241
day Forest - night openMove,0.198833156514338,241
night Forest - day Lichen,0.316616737691078,241
night Forest - night Lichen,0.295775833227143,241
night Forest - day openMove,0.366140543162944,241
night Forest - night openMove,0.266084687836092,241
day Lichen - night Lichen,-0.0208409044639347,241
day Lichen - day openMove,0.0495238054718663,241
day Lichen - night openMove,-0.050532049854986,241
night Lichen - day openMove,0.0703647099358011,241
night Lichen - night openMove,-0.0296911453910513,241
day openMove - night openMove,-0.100055855326852,241
day Forest - night Forest,0.307932408229317,242
day Forest - day Lichen,0.345979994573447,242
day Forest - night Lichen,0.299730013036118,242
day Forest - day openMove,0.283718280706927,242
day Forest - night openMove,0.206504937527316,242
night Forest - day Lichen,0.0380475863441307,242
night Forest - night Lichen,-0.00820239519319826,242
night Forest - day openMove,-0.0242141275223896,242
night Forest - night openMove,-0.101427470702001,242
day Lichen - night Lichen,-0.046249981537329,242
day Lichen - day openMove,-0.0622617138665204,242
day Lichen - night openMove,-0.139475057046132,242
night Lichen - day openMove,-0.0160117323291913,242
night Lichen - night openMove,-0.0932250755088026,242
day openMove - night openMove,-0.0772133431796112,242
day Forest - night Forest,0.0117252400422923,243
day Forest - day Lichen,0.329937344492091,243
day Forest - night Lichen,0.268884747208442,243
day Forest - day openMove,0.180625517607533,243
day Forest - night openMove,0.139457205188401,243
night Forest - day Lichen,0.318212104449799,243
night Forest - night Lichen,0.25715950716615,243
night Forest - day openMove,0.168900277565241,243
night Forest - night openMove,0.127731965146108,243
day Lichen - night Lichen,-0.0610525972836487,243
day Lichen - day openMove,-0.149311826884558,243
day Lichen - night openMove,-0.190480139303691,243
night Lichen - day openMove,-0.0882592296009094,243
night Lichen - night openMove,-0.129427542020042,243
day openMove - night openMove,-0.0411683124191325,243
day Forest - night Forest,0.00845360171504328,244
day Forest - day Lichen,0.251863968534255,244
day Forest - night Lichen,0.0941565660596275,244
day Forest - day openMove,0.246886919629827,244
day Forest - night openMove,0.121556636372146,244
night Forest - day Lichen,0.243410366819212,244
